event_id,user_id,event_date,channel,device,funnel_stage,product_category,spent_time_seconds,action_outcome
31390,18354,2023-02-12,Email,Tablet,Checkout,Electronics,100,purchase
31391,48525,2023-01-15,Email,Desktop,Checkout,Home,123,progress
31392,38536,2023-02-20,Mobile App,Tablet,Landing Page,Fashion,85,progress
31393,29142,2023-01-24,Email,Desktop,Product View,Fashion,276,drop_off
31394,35939,2023-02-22,Email,Tablet,Payment,Toys,107,purchase
31395,32129,2023-01-13,Social Media,Tablet,Product View,Sports,111,progress
31396,20380,2023-01-27,Email,Desktop,Product View,Sports,73,purchase
31397,88077,2023-02-02,Social Media,Mobile,Add to Cart,Toys,103,progress
31398,57010,2023-02-23,Email,Desktop,Landing Page,Sports,72,drop_off
31399,29183,2023-01-31,Mobile App,Desktop,Confirmation,Electronics,177,drop_off
31400,18999,2023-01-15,Website,Mobile,Landing Page,Home,184,progress
31401,78968,2023-02-15,Website,Mobile,Add to Cart,Toys,5,progress
31402,31940,2023-01-26,Mobile App,Mobile,Landing Page,Sports,174,progress
31403,20081,2023-01-20,Mobile App,Desktop,Payment,Electronics,280,purchase
31404,42712,2023-01-18,Mobile App,Desktop,Product View,Sports,27,progress
31405,46315,2023-02-19,Email,Desktop,Product View,Toys,272,progress
31406,90427,2023-01-05,Mobile App,Tablet,Product View,Toys,265,progress
31407,90594,2023-02-11,Website,Tablet,Checkout,Toys,288,progress
31408,84370,2023-02-21,Email,Mobile,Add to Cart,Toys,288,purchase
31409,97363,2023-02-12,Website,Desktop,Landing Page,Electronics,110,progress
31410,17607,2023-01-01,Mobile App,Desktop,Payment,Sports,55,purchase
31411,84581,2023-01-15,Mobile App,Desktop,Landing Page,Beauty,82,drop_off
31412,15956,2023-02-24,Email,Mobile,Product View,Fashion,7,progress
31413,38769,2023-01-15,Website,Mobile,Landing Page,Electronics,28,progress
31414,77189,2023-01-09,Website,Desktop,Add to Cart,Sports,184,progress
31415,76478,2023-02-12,Website,Mobile,Landing Page,Beauty,169,progress
31416,96311,2023-02-23,Email,Tablet,Landing Page,Home,238,progress
31417,48433,2023-02-03,Website,Tablet,Landing Page,Sports,92,progress
31418,73748,2023-02-10,Social Media,Tablet,Landing Page,Sports,224,progress
31419,38663,2023-02-03,Social Media,Tablet,Payment,Toys,202,purchase
31420,23215,2023-01-28,Mobile App,Tablet,Confirmation,Beauty,190,purchase
31421,24925,2023-02-22,Social Media,Desktop,Payment,Electronics,279,purchase
31422,28574,2023-02-15,Mobile App,Mobile,Product View,Electronics,138,progress
31423,14735,2023-02-18,Social Media,Mobile,Landing Page,Sports,86,drop_off
31424,53494,2023-02-02,Email,Tablet,Product View,Fashion,81,progress
31425,39353,2023-01-23,Mobile App,Tablet,Product View,Electronics,202,progress
31426,45148,2023-02-28,Email,Mobile,Landing Page,Toys,63,progress
31427,97370,2023-01-30,Social Media,Desktop,Payment,Electronics,188,purchase
31428,90192,2023-02-13,Email,Desktop,Landing Page,Sports,183,drop_off
31429,45089,2023-01-08,Mobile App,Desktop,Product View,Sports,156,progress
31430,67538,2023-01-24,Mobile App,Tablet,Product View,Toys,86,drop_off
31431,17156,2023-01-28,Email,Tablet,Landing Page,Beauty,296,progress
31432,13208,2023-01-08,Website,Mobile,Landing Page,Sports,134,progress
31433,80455,2023-02-07,Social Media,Desktop,Product View,Electronics,72,progress
31434,12207,2023-02-18,Website,Mobile,Checkout,Toys,99,drop_off
31435,62952,2023-01-14,Email,Mobile,Product View,Home,78,drop_off
31436,82952,2023-02-08,Social Media,Desktop,Product View,Toys,235,progress
31437,70904,2023-01-10,Social Media,Mobile,Add to Cart,Beauty,96,drop_off
31438,38079,2023-01-16,Mobile App,Mobile,Checkout,Fashion,102,progress
31439,40456,2023-02-15,Mobile App,Mobile,Landing Page,Home,289,progress
31440,37699,2023-02-05,Social Media,Mobile,Product View,Toys,199,progress
31441,35729,2023-02-05,Mobile App,Tablet,Landing Page,Home,41,progress
31442,50039,2023-02-23,Mobile App,Tablet,Add to Cart,Fashion,38,progress
31443,57396,2023-01-28,Social Media,Mobile,Product View,Fashion,29,progress
31444,54544,2023-01-20,Mobile App,Mobile,Checkout,Electronics,31,drop_off
31445,15965,2023-02-14,Website,Mobile,Landing Page,Sports,254,progress
31446,26603,2023-02-21,Social Media,Tablet,Landing Page,Toys,203,progress
31447,14918,2023-01-21,Website,Desktop,Landing Page,Home,20,progress
31448,93235,2023-02-02,Website,Desktop,Product View,Beauty,106,progress
31449,17188,2023-01-26,Mobile App,Mobile,Checkout,Toys,236,drop_off
31450,52840,2023-02-16,Mobile App,Mobile,Landing Page,Home,261,progress
31451,14061,2023-02-20,Website,Mobile,Landing Page,Toys,40,progress
31452,84458,2023-02-01,Website,Desktop,Landing Page,Electronics,76,progress
31453,58899,2023-01-13,Social Media,Desktop,Landing Page,Electronics,55,drop_off
31454,53622,2023-01-05,Email,Desktop,Product View,Toys,78,progress
31455,47122,2023-01-19,Email,Desktop,Landing Page,Beauty,5,progress
31456,28537,2023-02-01,Email,Tablet,Checkout,Toys,131,drop_off
31457,45793,2023-02-05,Social Media,Desktop,Payment,Home,265,progress
31458,10061,2023-02-18,Website,Desktop,Product View,Beauty,156,drop_off
31459,23379,2023-02-10,Website,Tablet,Product View,Electronics,185,progress
31460,11984,2023-02-05,Email,Tablet,Landing Page,Electronics,36,progress
31461,97441,2023-01-27,Email,Tablet,Payment,Fashion,273,purchase
31462,33412,2023-02-03,Website,Tablet,Add to Cart,Fashion,202,progress
31463,61047,2023-02-05,Mobile App,Tablet,Product View,Electronics,83,progress
31464,59817,2023-02-23,Website,Desktop,Landing Page,Beauty,288,progress
31465,47754,2023-02-05,Mobile App,Tablet,Landing Page,Beauty,78,drop_off
31466,63885,2023-02-04,Social Media,Tablet,Product View,Toys,185,progress
31467,62699,2023-01-10,Mobile App,Tablet,Landing Page,Electronics,28,progress
31468,75751,2023-02-13,Mobile App,Desktop,Landing Page,Sports,23,drop_off
31469,83093,2023-01-23,Social Media,Mobile,Checkout,Sports,86,drop_off
31470,47638,2023-02-19,Email,Tablet,Landing Page,Sports,23,progress
31471,98423,2023-02-06,Email,Desktop,Add to Cart,Home,77,progress
31472,56610,2023-01-27,Email,Desktop,Product View,Toys,150,progress
31473,34502,2023-02-09,Mobile App,Mobile,Add to Cart,Toys,281,progress
31474,89480,2023-02-01,Social Media,Desktop,Landing Page,Home,269,progress
31475,77296,2023-01-01,Website,Desktop,Product View,Toys,236,progress
31476,19475,2023-02-28,Social Media,Desktop,Checkout,Sports,218,drop_off
31477,11963,2023-01-12,Mobile App,Mobile,Checkout,Beauty,100,drop_off
31478,24030,2023-01-21,Social Media,Desktop,Landing Page,Electronics,249,progress
31479,74163,2023-01-26,Website,Desktop,Add to Cart,Fashion,260,progress
31480,98535,2023-01-08,Mobile App,Mobile,Product View,Beauty,80,progress
31481,97191,2023-02-26,Email,Mobile,Landing Page,Fashion,253,progress
31482,81486,2023-01-14,Email,Mobile,Product View,Sports,53,progress
31483,30289,2023-02-28,Email,Tablet,Checkout,Toys,228,drop_off
31484,64616,2023-01-01,Mobile App,Desktop,Product View,Toys,295,progress
31485,89268,2023-01-19,Website,Mobile,Add to Cart,Sports,156,drop_off
31486,40011,2023-01-11,Website,Mobile,Landing Page,Fashion,287,drop_off
31487,76018,2023-01-20,Social Media,Mobile,Payment,Home,11,purchase
31488,63203,2023-02-14,Email,Tablet,Landing Page,Home,199,drop_off
31489,22261,2023-02-21,Mobile App,Desktop,Payment,Electronics,217,drop_off
31490,64605,2023-01-16,Mobile App,Tablet,Product View,Sports,165,progress
31491,40728,2023-01-24,Email,Desktop,Payment,Toys,165,purchase
31492,43222,2023-01-22,Website,Desktop,Add to Cart,Beauty,22,progress
31493,96361,2023-02-07,Website,Mobile,Landing Page,Toys,211,drop_off
31494,50127,2023-01-05,Website,Mobile,Confirmation,Home,158,purchase
31495,58617,2023-01-02,Website,Mobile,Landing Page,Electronics,20,progress
31496,92705,2023-01-06,Website,Tablet,Landing Page,Home,129,progress
31497,76062,2023-02-21,Mobile App,Tablet,Add to Cart,Home,272,drop_off
31498,73212,2023-01-02,Social Media,Tablet,Checkout,Home,201,progress
31499,31561,2023-01-05,Email,Desktop,Checkout,Sports,142,drop_off
31500,54255,2023-01-08,Social Media,Mobile,Landing Page,Electronics,231,progress
31501,62808,2023-01-04,Social Media,Desktop,Product View,Electronics,131,progress
31502,16648,2023-01-04,Mobile App,Desktop,Landing Page,Electronics,215,progress
31503,50808,2023-02-10,Social Media,Desktop,Checkout,Toys,155,progress
31504,27492,2023-02-18,Social Media,Mobile,Landing Page,Electronics,46,progress
31505,50764,2023-01-12,Social Media,Tablet,Landing Page,Home,49,progress
31506,20638,2023-01-23,Mobile App,Tablet,Landing Page,Beauty,288,progress
31507,58078,2023-02-01,Website,Desktop,Add to Cart,Beauty,203,progress
31508,55617,2023-01-28,Email,Mobile,Product View,Beauty,65,progress
31509,65077,2023-01-27,Website,Desktop,Landing Page,Home,144,progress
31510,90110,2023-01-20,Email,Tablet,Product View,Sports,128,drop_off
31511,96306,2023-01-15,Website,Tablet,Payment,Home,253,purchase
31512,60845,2023-02-03,Website,Mobile,Confirmation,Beauty,233,progress
31513,46673,2023-01-28,Social Media,Desktop,Payment,Sports,10,drop_off
31514,60915,2023-01-06,Email,Mobile,Landing Page,Fashion,106,progress
31515,60039,2023-01-10,Website,Mobile,Product View,Toys,244,drop_off
31516,47205,2023-02-25,Website,Tablet,Landing Page,Fashion,9,progress
31517,41861,2023-01-01,Social Media,Tablet,Landing Page,Toys,69,progress
31518,30147,2023-01-18,Email,Tablet,Landing Page,Beauty,107,drop_off
31519,84126,2023-01-05,Social Media,Tablet,Add to Cart,Electronics,132,drop_off
31520,96843,2023-01-06,Email,Desktop,Landing Page,Beauty,64,progress
31521,93749,2023-02-04,Mobile App,Desktop,Product View,Electronics,113,progress
31522,34417,2023-01-07,Website,Tablet,Payment,Sports,13,purchase
31523,99719,2023-01-06,Social Media,Tablet,Landing Page,Toys,52,progress
31524,58574,2023-02-12,Mobile App,Desktop,Add to Cart,Beauty,287,progress
31525,26271,2023-02-17,Mobile App,Mobile,Payment,Toys,264,purchase
31526,74428,2023-02-21,Social Media,Mobile,Add to Cart,Fashion,36,purchase
31527,18074,2023-01-01,Social Media,Desktop,Landing Page,Electronics,297,progress
31528,29582,2023-02-08,Mobile App,Desktop,Product View,Beauty,248,purchase
31529,57047,2023-02-18,Social Media,Tablet,Payment,Sports,5,drop_off
31530,25152,2023-01-07,Email,Mobile,Checkout,Sports,274,progress
31531,29669,2023-01-06,Email,Desktop,Payment,Fashion,147,progress
31532,20828,2023-01-13,Mobile App,Mobile,Checkout,Beauty,243,progress
31533,26101,2023-01-24,Mobile App,Tablet,Landing Page,Home,270,progress
31534,57527,2023-01-09,Website,Desktop,Landing Page,Toys,254,drop_off
31535,88824,2023-01-28,Mobile App,Mobile,Product View,Home,69,drop_off
31536,97156,2023-02-04,Website,Tablet,Product View,Home,106,progress
31537,98438,2023-02-14,Social Media,Desktop,Payment,Sports,48,drop_off
31538,51059,2023-01-12,Social Media,Desktop,Add to Cart,Sports,28,progress
31539,79218,2023-02-16,Mobile App,Mobile,Payment,Sports,57,purchase
31540,28750,2023-02-02,Mobile App,Desktop,Add to Cart,Home,147,drop_off
31541,39563,2023-02-01,Website,Desktop,Landing Page,Sports,138,progress
31542,38265,2023-02-15,Social Media,Desktop,Landing Page,Home,102,progress
31543,55570,2023-01-23,Social Media,Desktop,Landing Page,Home,128,progress
31544,21517,2023-01-12,Mobile App,Tablet,Payment,Fashion,147,purchase
31545,84072,2023-01-08,Website,Tablet,Product View,Electronics,91,progress
31546,95826,2023-01-29,Social Media,Desktop,Landing Page,Toys,36,drop_off
31547,35976,2023-01-06,Email,Desktop,Product View,Toys,281,progress
31548,46302,2023-02-24,Email,Tablet,Product View,Toys,256,progress
31549,49021,2023-02-16,Email,Mobile,Landing Page,Sports,13,purchase
31550,51554,2023-02-19,Email,Desktop,Landing Page,Sports,109,progress
31551,53203,2023-02-17,Mobile App,Mobile,Payment,Sports,294,progress
31552,32656,2023-02-06,Website,Desktop,Product View,Electronics,131,progress
31553,78553,2023-02-04,Email,Tablet,Add to Cart,Electronics,204,progress
31554,66879,2023-01-12,Email,Tablet,Landing Page,Home,206,progress
31555,82475,2023-02-11,Mobile App,Mobile,Landing Page,Electronics,298,drop_off
31556,73221,2023-01-12,Social Media,Desktop,Landing Page,Sports,31,progress
31557,44475,2023-02-22,Social Media,Mobile,Add to Cart,Electronics,298,drop_off
31558,97191,2023-02-21,Email,Tablet,Checkout,Toys,63,progress
31559,19171,2023-02-18,Email,Mobile,Product View,Electronics,232,progress
31560,73096,2023-01-19,Website,Mobile,Checkout,Fashion,46,purchase
31561,11237,2023-01-30,Website,Tablet,Landing Page,Electronics,45,progress
31562,29107,2023-02-19,Website,Desktop,Add to Cart,Electronics,48,drop_off
31563,32060,2023-02-23,Website,Tablet,Landing Page,Fashion,64,progress
31564,80035,2023-01-22,Email,Mobile,Add to Cart,Beauty,64,purchase
31565,18029,2023-01-16,Mobile App,Mobile,Checkout,Electronics,222,drop_off
31566,11954,2023-01-11,Email,Tablet,Payment,Sports,107,purchase
31567,99505,2023-01-26,Mobile App,Tablet,Checkout,Sports,253,purchase
31568,44210,2023-02-09,Email,Desktop,Product View,Home,78,purchase
31569,61507,2023-01-15,Website,Tablet,Landing Page,Fashion,95,progress
31570,89297,2023-01-29,Mobile App,Desktop,Payment,Beauty,202,purchase
31571,35782,2023-01-27,Mobile App,Desktop,Landing Page,Home,7,progress
31572,47671,2023-01-17,Website,Desktop,Landing Page,Electronics,147,progress
31573,59662,2023-02-08,Email,Mobile,Landing Page,Beauty,48,progress
31574,57325,2023-02-16,Mobile App,Mobile,Landing Page,Beauty,122,drop_off
31575,56707,2023-01-07,Website,Tablet,Payment,Sports,208,purchase
31576,90921,2023-02-10,Mobile App,Tablet,Product View,Electronics,88,drop_off
31577,31553,2023-02-19,Mobile App,Desktop,Product View,Toys,59,progress
31578,34127,2023-02-28,Social Media,Mobile,Product View,Sports,139,drop_off
31579,72323,2023-02-02,Email,Tablet,Product View,Home,38,progress
31580,13263,2023-01-15,Mobile App,Tablet,Product View,Home,291,drop_off
31581,48449,2023-02-15,Email,Mobile,Checkout,Fashion,147,progress
31582,65124,2023-02-02,Email,Mobile,Product View,Fashion,153,progress
31583,16825,2023-01-25,Email,Mobile,Product View,Fashion,25,progress
31584,75209,2023-01-21,Social Media,Mobile,Product View,Home,11,progress
31585,81191,2023-01-24,Mobile App,Mobile,Landing Page,Beauty,199,progress
31586,63929,2023-02-03,Social Media,Desktop,Confirmation,Sports,285,purchase
31587,75993,2023-01-02,Mobile App,Tablet,Payment,Toys,53,purchase
31588,80960,2023-02-06,Social Media,Mobile,Product View,Fashion,36,progress
31589,21958,2023-01-15,Email,Desktop,Landing Page,Fashion,151,purchase
31590,84181,2023-01-18,Social Media,Tablet,Payment,Electronics,115,purchase
31591,46765,2023-01-05,Social Media,Desktop,Checkout,Beauty,18,progress
31592,99628,2023-02-19,Mobile App,Desktop,Checkout,Beauty,212,drop_off
31593,71183,2023-02-04,Social Media,Desktop,Landing Page,Fashion,132,drop_off
31594,36064,2023-01-18,Mobile App,Mobile,Landing Page,Electronics,81,progress
31595,49713,2023-01-03,Mobile App,Tablet,Add to Cart,Electronics,139,drop_off
31596,18473,2023-01-02,Social Media,Tablet,Checkout,Fashion,281,purchase
31597,62481,2023-02-07,Social Media,Desktop,Payment,Electronics,69,progress
31598,26213,2023-01-23,Email,Desktop,Product View,Sports,126,progress
31599,86207,2023-02-11,Website,Tablet,Checkout,Beauty,257,drop_off
31600,69115,2023-02-14,Email,Mobile,Landing Page,Fashion,6,progress
31601,67054,2023-01-13,Email,Tablet,Payment,Toys,101,purchase
31602,29242,2023-01-22,Website,Tablet,Checkout,Toys,268,drop_off
31603,60929,2023-01-27,Website,Tablet,Landing Page,Toys,144,progress
31604,10340,2023-01-28,Social Media,Desktop,Landing Page,Toys,167,progress
31605,86041,2023-02-26,Mobile App,Mobile,Landing Page,Fashion,75,progress
31606,30753,2023-01-09,Website,Mobile,Confirmation,Fashion,124,progress
31607,97864,2023-01-30,Social Media,Desktop,Landing Page,Electronics,39,progress
31608,98707,2023-01-29,Email,Tablet,Landing Page,Home,272,progress
31609,32097,2023-02-06,Website,Desktop,Add to Cart,Sports,203,progress
31610,17474,2023-01-07,Mobile App,Mobile,Confirmation,Fashion,241,progress
31611,43198,2023-02-10,Email,Mobile,Product View,Beauty,33,progress
31612,59310,2023-02-01,Mobile App,Tablet,Landing Page,Sports,22,drop_off
31613,71268,2023-01-13,Social Media,Tablet,Add to Cart,Home,283,drop_off
31614,72629,2023-01-03,Social Media,Mobile,Product View,Sports,173,progress
31615,37875,2023-02-05,Website,Tablet,Product View,Beauty,287,progress
31616,42705,2023-01-28,Mobile App,Desktop,Confirmation,Sports,134,drop_off
31617,84151,2023-01-03,Website,Mobile,Product View,Home,276,drop_off
31618,49671,2023-01-31,Social Media,Tablet,Confirmation,Fashion,243,drop_off
31619,30482,2023-02-06,Email,Desktop,Landing Page,Electronics,256,progress
31620,31275,2023-02-10,Website,Tablet,Landing Page,Toys,17,progress
31621,41937,2023-01-01,Mobile App,Mobile,Add to Cart,Electronics,266,drop_off
31622,15863,2023-02-22,Social Media,Mobile,Add to Cart,Toys,204,progress
31623,44611,2023-01-13,Mobile App,Desktop,Landing Page,Sports,79,progress
31624,43247,2023-02-16,Mobile App,Desktop,Product View,Toys,100,progress
31625,31181,2023-01-05,Email,Tablet,Payment,Fashion,206,purchase
31626,90067,2023-01-07,Website,Mobile,Confirmation,Electronics,245,drop_off
31627,10010,2023-02-24,Mobile App,Desktop,Landing Page,Toys,89,progress
31628,20577,2023-01-15,Social Media,Mobile,Checkout,Toys,296,drop_off
31629,81380,2023-02-15,Website,Tablet,Add to Cart,Beauty,217,drop_off
31630,40413,2023-02-10,Website,Mobile,Checkout,Fashion,163,drop_off
31631,81964,2023-02-28,Mobile App,Tablet,Landing Page,Sports,249,progress
31632,17333,2023-01-16,Mobile App,Mobile,Add to Cart,Sports,152,drop_off
31633,86820,2023-01-17,Email,Desktop,Add to Cart,Toys,60,purchase
31634,63479,2023-02-19,Email,Desktop,Landing Page,Fashion,289,progress
31635,41554,2023-01-28,Social Media,Tablet,Landing Page,Fashion,256,progress
31636,40895,2023-02-15,Website,Tablet,Landing Page,Fashion,71,progress
31637,25233,2023-02-13,Website,Tablet,Product View,Beauty,28,drop_off
31638,49092,2023-01-07,Website,Desktop,Landing Page,Toys,277,progress
